"Week","location","team","school","opp","school2"
"1671",14,"Home","Marshall","Marshall","Georgia Southern","Georgia Southern"
"1672",14,"Home","Sam Houston","Sam Houston","Florida International","Florida International"
"1673",14,"Home","Kansas State","Kansas State","Colorado","Colorado"
"1674",14,"Home","West Virginia","West Virginia","Texas Tech","Texas Tech"
"1675",14,"Home","Nevada","Nevada","UNLV","UNLV"
"1676",14,"Home","Virginia","Virginia","Virginia Tech","Virginia Tech"
"1677",14,"Home","North Texas","North Texas","Temple","Temple"
"1678",14,"Home","Washington State","Washington State","Oregon State","Oregon State"
"1679",14,"Home","Pittsburgh","Pittsburgh","Miami","Miami"
"1680",14,"Home","Louisiana","Louisiana","UL Monroe","UL Monroe"
"1681",14,"Home","Syracuse","Syracuse","Boston College","Boston College"
"1682",14,"Home","Florida Atlantic","Florida Atlantic","East Carolina","East Carolina"
"1683",14,"Home","Michigan","Michigan","Ohio State","Ohio State"
"1684",14,"Home","BYU","BYU","UCF","UCF"
"1685",14,"Home","South Carolina","South Carolina","Clemson","Clemson"
"1686",14,"Home","Michigan State","Michigan State","Maryland","Maryland"
"1687",14,"Home","Miami (OH)","Miami (OH)","Ball State","Ball State"
"1688",14,"Away","Bowling Green","Bowling Green","Massachusetts","Massachusetts"
"1689",14,"Away","Western Michigan","Western Michigan","Eastern Michigan","Eastern Michigan"
"1690",14,"Away","Navy","Navy","Memphis","Memphis"
"1691",14,"Away","Ohio","Ohio","Buffalo","Buffalo"
"1692",14,"Away","Kent State","Kent State","Northern Illinois","Northern Illinois"
"1693",14,"Away","Army","Army","UTSA","UTSA"
"1694",14,"Away","Iowa","Iowa","Nebraska","Nebraska"
"1695",14,"Away","Ole Miss","Ole Miss","Mississippi State","Mississippi State"
"1696",14,"Away","Air Force","Air Force","Colorado State","Colorado State"
"1697",14,"Away","Houston","Houston","Baylor","Baylor"
"1698",14,"Away","South Alabama","South Alabama","Texas State","Texas State"
"1699",14,"Away","Wisconsin","Wisconsin","Minnesota","Minnesota"
"1700",14,"Away","Indiana","Indiana","Purdue","Purdue"
"1701",14,"Away","Charlotte","Charlotte","Tulane","Tulane"
"1702",14,"Away","LSU","LSU","Oklahoma","Oklahoma"
"1703",14,"Away","Vanderbilt","Vanderbilt","Tennessee","Tennessee"
"1704",14,"Away","North Carolina","North Carolina","NC State","NC State"
"1705",14,"Away","Iowa State","Iowa State","Oklahoma State","Oklahoma State"
"1706",14,"Away","Wake Forest","Wake Forest","Duke","Duke"
"1707",14,"Away","Penn State","Penn State","Rutgers","Rutgers"
"1708",14,"Away","Boise State","Boise State","Utah State","Utah State"
"1709",14,"Away","UTEP","UTEP","Delaware","Delaware"
"1710",14,"Away","Rice","Rice","South Florida","South Florida"
"1711",14,"Away","San Diego State","San Diego State","New Mexico","New Mexico"
"1712",14,"Away","Oregon","Oregon","Washington","Washington"
"1713",14,"Away","Kentucky","Kentucky","Louisville","Louisville"
"1714",14,"Away","Troy","Troy","Southern Miss","Southern Miss"
"1715",14,"Away","Texas A&M","Texas A&M","Texas","Texas"
"1716",14,"Away","Northwestern","Northwestern","Illinois","Illinois"
"1717",14,"Away","Louisiana Tech","Louisiana Tech","Missouri State","Missouri State"
"1718",14,"Away","Fresno State","Fresno State","San José State","San José State"
"1719",14,"Away","Georgia","Georgia","Georgia Tech","Georgia Tech"
"1720",14,"Away","Middle Tennessee","Middle Tennessee","New Mexico State","New Mexico State"
"1721",14,"Away","Wyoming","Wyoming","Hawai'i","Hawai'i"
"1722",14,"Away","Florida State","Florida State","Florida","Florida"
"1723",14,"Away","Georgia State","Georgia State","Old Dominion","Old Dominion"
"1724",14,"Away","James Madison","James Madison","Coastal Carolina","Coastal Carolina"
"1725",14,"Away","Arizona","Arizona","Arizona State","Arizona State"
"1726",14,"Away","Cincinnati","Cincinnati","TCU","TCU"
"1727",14,"Away","Arkansas State","Arkansas State","App State","App State"
"1728",14,"Away","SMU","SMU","California","California"
"1729",14,"Away","UAB","UAB","Tulsa","Tulsa"
"1730",14,"Away","Notre Dame","Notre Dame","Stanford","Stanford"
"1731",14,"Away","Utah","Utah","Kansas","Kansas"
"1732",14,"Away","Missouri","Missouri","Arkansas","Arkansas"
"1733",14,"Away","Kennesaw State","Kennesaw State","Liberty","Liberty"
"1734",14,"Away","Toledo","Toledo","Central Michigan","Central Michigan"
"1735",14,"Away","Western Kentucky","Western Kentucky","Jacksonville State","Jacksonville State"
"1736",14,"Away","UCLA","UCLA","USC","USC"
"1737",14,"Away","Alabama","Alabama","Auburn","Auburn"
"1738",14,"Away","Georgia Southern","Georgia Southern","Marshall","Marshall"
"1739",14,"Away","Florida International","Florida International","Sam Houston","Sam Houston"
"1740",14,"Away","Colorado","Colorado","Kansas State","Kansas State"
"1741",14,"Away","Texas Tech","Texas Tech","West Virginia","West Virginia"
"1742",14,"Away","UNLV","UNLV","Nevada","Nevada"
"1743",14,"Away","Virginia Tech","Virginia Tech","Virginia","Virginia"
"1744",14,"Away","Temple","Temple","North Texas","North Texas"
"1745",14,"Away","Oregon State","Oregon State","Washington State","Washington State"
"1746",14,"Away","Miami","Miami","Pittsburgh","Pittsburgh"
"1747",14,"Away","UL Monroe","UL Monroe","Louisiana","Louisiana"
"1748",14,"Away","Boston College","Boston College","Syracuse","Syracuse"
"1749",14,"Away","East Carolina","East Carolina","Florida Atlantic","Florida Atlantic"
"1750",14,"Away","Ohio State","Ohio State","Michigan","Michigan"
"1751",14,"Away","UCF","UCF","BYU","BYU"
"1752",14,"Away","Clemson","Clemson","South Carolina","South Carolina"
"1753",14,"Away","Maryland","Maryland","Michigan State","Michigan State"
"1754",14,"Away","Ball State","Ball State","Miami (OH)","Miami (OH)"
"1755",16,"Home","Navy","Navy","Army","Army"
"1756",16,"Away","Army","Army","Navy","Navy"
